1,2,3,4,5,6,7,8
125.38132677754133,87.0717706482326,10.81839699339233,10.970861427722866,16.613115406152414,44.79682081454096,94.96557563443314,474.2412895180876
125.27249549238572,87.228000657148,10.818896893796039,11.596320642647543,21.860935882993843,54.66433852693396,166.86624836396402,397.5604084761402
125.55505551003084,86.97275465384374,10.82106842147678,11.353958864847948,25.330272707699727,40.17169070634212,82.25372575443818,461.5435369240242
125.25263972094453,87.11067067804788,10.855410240231665,11.329192081569634,18.161654974751272,39.97897564235664,157.79556505420126,527.763498842008
125.38196314398068,87.14250085057888,10.821128679778713,10.782751551400702,16.908106208557925,45.234358146706114,89.27576272344204,191.51918369771846
125.39074754523675,87.41763309952943,10.865787499327164,11.597722939718107,15.511708647483188,27.769089466833815,122.51732918346106,806.3966445453711
125.41254977295338,87.0273491293593,10.874231488947084,11.344472824430907,17.89782153825742,20.715249988998412,213.08000610303242,409.7234776835944
125.56135964343841,86.94616424470196,10.854540879362153,11.898645366716964,17.515955566970895,57.98102532606181,125.35060216480815,219.52695372096107
125.37060131542283,87.12310727558074,12.800358620044012,11.70109136162793,15.147373418953725,43.65792160026269,156.21135779538832,353.30088030214074
125.40767855168556,87.02682722612967,10.863027071019507,11.5005039792365,21.863162184549722,39.42152141559571,165.7320375542373,201.44962513128732
125.05000267735686,87.23096811727797,10.85658928625676,11.32289095682335,21.85172858936741,27.25681915371337,114.97802143888413,528.6023133861421
125.30331632995959,87.26868478218101,10.83559868262603,12.002578606737426,24.0316783920732,35.43288591025151,159.2043642831799,619.2045403897806
125.3033337985505,87.34002550077241,10.823000557208983,11.41446581965167,16.823548686827948,28.772977537603502,237.3391369588329,376.3777001286404
125.4633074626748,87.20631120312034,10.841543681531537,12.019413430156497,21.475268011756476,42.85712906611433,198.71296746235382,603.4807484712642
125.04051595043038,86.93860923666757,10.856798247302216,11.146821083329396,24.905333265716337,46.909471906248626,193.13108835106232,521.6208163698332
125.34822895055765,86.85339328793825,10.842513072613736,11.268137577469156,20.65399791591342,60.665437418492175,143.23400649161096,510.61724608531426
125.23277936995586,86.96655030045875,10.821677741463517,11.181951926389607,20.64473313174794,51.02360939163466,159.5230035964646,605.4512115920251
125.5751776542587,86.96031854751658,10.84553502899687,11.08532707935993,14.103406890555359,49.62163658132505,228.82980241346212,760.8896494989187
125.83753854384378,87.06862751833633,10.882305911628341,11.669774935379554,15.913313013747427,56.164608884488295,117.52215844062817,384.79814988639447
125.6346391011739,87.1092363617891,10.828019448937459,12.127745272394073,21.430397991852306,71.11811296548525,99.4382927473866,456.47338123085376
125.09837111253141,87.27598636923267,10.828688600194637,11.12292229291421,17.64239484929366,62.25779979388534,144.7706496936631,793.389723859217
125.3122137164812,87.25095680440836,10.855566798748796,11.275258072671548,23.219591527443043,76.85523723506378,125.9872557023763,643.6243314936096
125.23319228762948,86.94538111130005,10.836968906972094,11.683459703397448,20.02001433190756,92.0754492602583,123.20573915341458,712.293505975313
125.43978680054869,87.34741850665597,10.849470319757886,11.683494417420475,22.93529823352914,52.88130462614533,151.1970836326977,693.7590935325528
125.50131118432496,87.282738849916,10.83641946515357,11.36352733269031,16.37477144746993,62.093268524054345,78.3358486928829,558.0337805368758
125.3616133182493,87.10492721593702,10.85712243060295,11.190650648362917,16.608399454904795,43.87200798015597,139.67257322211952,482.42882097076983
125.2606062473328,87.33872892598485,10.828604512381593,11.08012224881106,21.51399628126772,16.814848093934177,96.42973844550248,580.834002763057
125.35093942980261,87.18732714455933,10.819484964598702,11.129951672317791,19.342536590476854,33.631753015000875,207.0366422873838,596.5162321386706
125.26317865528615,87.39428815034503,10.868988634947558,11.920463677230996,21.380490426831756,40.32157371372982,228.67326071199918,621.4426095823495
125.38048724180835,87.37008584346815,10.850460589760896,11.205486135701175,22.97856474585244,16.879137323684855,123.43828314946508,452.1869115458538
